site	c	s	e	str	Ess	round
	chr4	161425000	161430000	chr4-161425000	untested	untested
	chr4	161435000	161440000	chr4-161435000	untested	untested
	chr4	161490000	161495000	chr4-161490000	untested	untested
	chr4	161510000	161515000	chr4-161510000	untested	untested
	chr4	161570000	161575000	chr4-161570000	untested	untested
	chr4	161665000	161670000	chr4-161665000	untested	untested
	chr4	161760000	161765000	chr4-161760000	untested	untested
	chr4	161770000	161775000	chr4-161770000	untested	untested
	chr4	161845000	161850000	chr4-161845000	untested	untested
	chr4	160520000	160525000	chr4-160520000	untested	untested
	chr4	160685000	160690000	chr4-160685000	untested	untested
	chr4	160715000	160720000	chr4-160715000	untested	untested
	chr4	160770000	160775000	chr4-160770000	untested	untested
	chr4	160830000	160835000	chr4-160830000	untested	untested
	chr4	160865000	160870000	chr4-160865000	untested	untested
	chr4	160900000	160905000	chr4-160900000	untested	untested
	chr4	161010000	161015000	chr4-161010000	untested	untested
	chr4	161050000	161055000	chr4-161050000	untested	untested
	chr4	161090000	161095000	chr4-161090000	untested	untested
	chr4	161095000	161100000	chr4-161095000	untested	untested
	chr4	161100000	161105000	chr4-161100000	untested	untested
	chr4	161140000	161145000	chr4-161140000	untested	untested
	chr4	161195000	161200000	chr4-161195000	untested	untested
	chr4	161230000	161235000	chr4-161230000	untested	untested
	chr4	161240000	161245000	chr4-161240000	untested	untested
	chr4	161340000	161345000	chr4-161340000	untested	untested
	chr4	161350000	161355000	chr4-161350000	untested	untested
	chr4	161390000	161395000	chr4-161390000	untested	untested
	chr4	161410000	161415000	chr4-161410000	untested	untested
	chr4	161515000	161520000	chr4-161515000	untested	untested
	chr4	161520000	161525000	chr4-161520000	untested	untested
	chr4	161540000	161545000	chr4-161540000	untested	untested
	chr4	161595000	161600000	chr4-161595000	untested	untested
	chr4	161605000	161610000	chr4-161605000	untested	untested
	chr4	161615000	161620000	chr4-161615000	untested	untested
	chr4	161675000	161680000	chr4-161675000	untested	untested
	chr4	161700000	161705000	chr4-161700000	untested	untested
	chr4	161745000	161750000	chr4-161745000	untested	untested
	chr4	161810000	161815000	chr4-161810000	untested	untested
	chr4	161840000	161845000	chr4-161840000	untested	untested
	chr4	161855000	161860000	chr4-161855000	untested	untested
	chr4	158095000	158100000	chr4-158095000	untested	untested
	chr4	160545000	160550000	chr4-160545000	untested	untested
	chr4	160635000	160640000	chr4-160635000	untested	untested
	chr4	160740000	160745000	chr4-160740000	untested	untested
	chr4	160810000	160815000	chr4-160810000	untested	untested
	chr4	160895000	160900000	chr4-160895000	untested	untested
	chr4	160915000	160920000	chr4-160915000	untested	untested
	chr4	160970000	160975000	chr4-160970000	untested	untested
	chr4	161395000	161400000	chr4-161395000	untested	untested
	chr4	161555000	161560000	chr4-161555000	untested	untested
	chr4	161630000	161635000	chr4-161630000	untested	untested
	chr4	161780000	161785000	chr4-161780000	untested	untested
	chr4	156970000	156975000	chr4-156970000	untested	untested
	chr4	156980000	156985000	chr4-156980000	untested	untested
	chr4	160935000	160940000	chr4-160935000	untested	untested
	chr4	160940000	160945000	chr4-160940000	untested	untested
	chr4	160955000	160960000	chr4-160955000	untested	untested
	chr4	161035000	161040000	chr4-161035000	untested	untested
	chr4	161180000	161185000	chr4-161180000	untested	untested
	chr4	161235000	161240000	chr4-161235000	untested	untested
	chr4	161385000	161390000	chr4-161385000	untested	untested
	chr4	161420000	161425000	chr4-161420000	untested	untested
	chr4	161465000	161470000	chr4-161465000	untested	untested
	chr4	161535000	161540000	chr4-161535000	untested	untested
	chr4	161550000	161555000	chr4-161550000	untested	untested
	chr4	161690000	161695000	chr4-161690000	untested	untested
	chr4	161715000	161720000	chr4-161715000	untested	untested
	chr4	160605000	160610000	chr4-160605000	untested	untested
	chr4	160725000	160730000	chr4-160725000	untested	untested
	chr4	160775000	160780000	chr4-160775000	untested	untested
	chr4	160910000	160915000	chr4-160910000	untested	untested
	chr4	160975000	160980000	chr4-160975000	untested	untested
	chr4	161165000	161170000	chr4-161165000	untested	untested
	chr4	161370000	161375000	chr4-161370000	untested	untested
	chr4	161620000	161625000	chr4-161620000	untested	untested
	chr4	161680000	161685000	chr4-161680000	untested	untested
	chr4	160575000	160580000	chr4-160575000	untested	untested
	chr4	160595000	160600000	chr4-160595000	untested	untested
	chr4	160600000	160605000	chr4-160600000	untested	untested
	chr4	160645000	160650000	chr4-160645000	untested	untested
	chr4	160670000	160675000	chr4-160670000	untested	untested
	chr4	160745000	160750000	chr4-160745000	untested	untested
	chr4	160815000	160820000	chr4-160815000	untested	untested
	chr4	160945000	160950000	chr4-160945000	untested	untested
	chr4	161060000	161065000	chr4-161060000	untested	untested
	chr4	161105000	161110000	chr4-161105000	untested	untested
	chr4	161270000	161275000	chr4-161270000	untested	untested
	chr4	161375000	161380000	chr4-161375000	untested	untested
	chr4	161445000	161450000	chr4-161445000	untested	untested
	chr4	161525000	161530000	chr4-161525000	untested	untested
	chr4	161650000	161655000	chr4-161650000	untested	untested
	chr4	161740000	161745000	chr4-161740000	untested	untested
	chr4	161790000	161795000	chr4-161790000	untested	untested
	chr4	157520000	157525000	chr4-157520000	untested	untested
	chr4	160565000	160570000	chr4-160565000	untested	untested
	chr4	160580000	160585000	chr4-160580000	untested	untested
	chr4	160615000	160620000	chr4-160615000	untested	untested
	chr4	160700000	160705000	chr4-160700000	untested	untested
	chr4	160870000	160875000	chr4-160870000	untested	untested
	chr4	160890000	160895000	chr4-160890000	untested	untested
	chr4	160965000	160970000	chr4-160965000	untested	untested
	chr4	161115000	161120000	chr4-161115000	untested	untested
	chr4	161225000	161230000	chr4-161225000	untested	untested
	chr4	161285000	161290000	chr4-161285000	untested	untested
	chr4	160530000	160535000	chr4-160530000	untested	untested
	chr4	160860000	160865000	chr4-160860000	untested	untested
	chr4	161205000	161210000	chr4-161205000	untested	untested
	chr4	161580000	161585000	chr4-161580000	untested	untested
	chr4	161695000	161700000	chr4-161695000	untested	untested
	chr4	160495000	160500000	chr4-160495000	untested	untested
	chr4	161130000	161135000	chr4-161130000	untested	untested
	chr4	161255000	161260000	chr4-161255000	untested	untested
	chr4	161455000	161460000	chr4-161455000	untested	untested
	chr4	161505000	161510000	chr4-161505000	untested	untested
	chr4	161565000	161570000	chr4-161565000	untested	untested
	chr4	161750000	161755000	chr4-161750000	untested	untested
	chr4	161830000	161835000	chr4-161830000	untested	untested
	chr4	159465000	159470000	chr4-159465000	untested	untested
	chr4	161215000	161220000	chr4-161215000	untested	untested
	chr4	161755000	161760000	chr4-161755000	untested	untested
	chr4	161765000	161770000	chr4-161765000	untested	untested
	chr4	161800000	161805000	chr4-161800000	untested	untested
	chr4	161825000	161830000	chr4-161825000	untested	untested
	chr4	160540000	160545000	chr4-160540000	untested	untested
	chr4	160665000	160670000	chr4-160665000	untested	untested
	chr4	160795000	160800000	chr4-160795000	untested	untested
	chr4	161070000	161075000	chr4-161070000	untested	untested
	chr4	161170000	161175000	chr4-161170000	untested	untested
	chr4	161440000	161445000	chr4-161440000	untested	untested
	chr4	161775000	161780000	chr4-161775000	untested	untested
	chr4	159005000	159010000	chr4-159005000	untested	untested
	chr4	160490000	160495000	chr4-160490000	untested	untested
	chr4	160535000	160540000	chr4-160535000	untested	untested
	chr4	160800000	160805000	chr4-160800000	untested	untested
	chr4	161055000	161060000	chr4-161055000	untested	untested
	chr4	161075000	161080000	chr4-161075000	untested	untested
	chr4	161300000	161305000	chr4-161300000	untested	untested
	chr4	161315000	161320000	chr4-161315000	untested	untested
	chr4	161365000	161370000	chr4-161365000	untested	untested
	chr4	161430000	161435000	chr4-161430000	untested	untested
	chr4	161450000	161455000	chr4-161450000	untested	untested
	chr4	161645000	161650000	chr4-161645000	untested	untested
	chr4	161735000	161740000	chr4-161735000	untested	untested
	chr4	161820000	161825000	chr4-161820000	untested	untested
	chr4	161040000	161045000	chr4-161040000	untested	untested
	chr4	161155000	161160000	chr4-161155000	untested	untested
	chr4	161160000	161165000	chr4-161160000	untested	untested
	chr4	161250000	161255000	chr4-161250000	untested	untested
	chr4	160570000	160575000	chr4-160570000	untested	untested
	chr4	161610000	161615000	chr4-161610000	untested	untested
	chr4	161670000	161675000	chr4-161670000	untested	untested
	chr4	161710000	161715000	chr4-161710000	untested	untested
	chr4	160550000	160555000	chr4-160550000	untested	untested
	chr4	160705000	160710000	chr4-160705000	untested	untested
	chr4	160850000	160855000	chr4-160850000	untested	untested
	chr4	160995000	161000000	chr4-160995000	untested	untested
	chr4	161585000	161590000	chr4-161585000	untested	untested
	chr4	161575000	161580000	chr4-161575000	untested	untested
	chr4	161940000	161945000	chr4-161940000	untested	untested
	chr4	161945000	161950000	chr4-161945000	untested	untested
	chr4	162035000	162040000	chr4-162035000	untested	untested
	chr4	162045000	162050000	chr4-162045000	untested	untested
	chr4	162095000	162100000	chr4-162095000	untested	untested
	chr4	162105000	162110000	chr4-162105000	untested	untested
	chr4	162120000	162125000	chr4-162120000	untested	untested
	chr4	162165000	162170000	chr4-162165000	untested	untested
	chr4	162195000	162200000	chr4-162195000	untested	untested
	chr4	162240000	162245000	chr4-162240000	untested	untested
	chr4	162260000	162265000	chr4-162260000	untested	untested
	chr4	162355000	162360000	chr4-162355000	untested	untested
	chr4	162405000	162410000	chr4-162405000	untested	untested
	chr4	162430000	162435000	chr4-162430000	untested	untested
	chr4	162500000	162505000	chr4-162500000	untested	untested
	chr4	162510000	162515000	chr4-162510000	untested	untested
	chr4	162545000	162550000	chr4-162545000	untested	untested
	chr4	162580000	162585000	chr4-162580000	untested	untested
	chr4	162610000	162615000	chr4-162610000	untested	untested
	chr4	162625000	162630000	chr4-162625000	untested	untested
	chr4	162650000	162655000	chr4-162650000	untested	untested
	chr4	162655000	162660000	chr4-162655000	untested	untested
	chr4	162725000	162730000	chr4-162725000	untested	untested
	chr4	162775000	162780000	chr4-162775000	untested	untested
	chr4	162830000	162835000	chr4-162830000	untested	untested
	chr4	162860000	162865000	chr4-162860000	untested	untested
	chr4	162865000	162870000	chr4-162865000	untested	untested
	chr4	162890000	162895000	chr4-162890000	untested	untested
	chr4	162925000	162930000	chr4-162925000	untested	untested
	chr4	162930000	162935000	chr4-162930000	untested	untested
	chr4	162950000	162955000	chr4-162950000	untested	untested
	chr4	163000000	163005000	chr4-163000000	untested	untested
	chr4	163030000	163035000	chr4-163030000	untested	untested
	chr4	163040000	163045000	chr4-163040000	untested	untested
	chr4	163130000	163135000	chr4-163130000	untested	untested
	chr4	163165000	163170000	chr4-163165000	untested	untested
	chr4	163210000	163215000	chr4-163210000	untested	untested
	chr4	163350000	163355000	chr4-163350000	untested	untested
	chr4	163420000	163425000	chr4-163420000	untested	untested
	chr4	163445000	163450000	chr4-163445000	untested	untested
	chr4	163470000	163475000	chr4-163470000	untested	untested
	chr4	163565000	163570000	chr4-163565000	untested	untested
	chr4	163595000	163600000	chr4-163595000	untested	untested
	chr4	165570000	165575000	chr4-165570000	untested	untested
	chr4	161870000	161875000	chr4-161870000	untested	untested
	chr4	161955000	161960000	chr4-161955000	untested	untested
	chr4	161965000	161970000	chr4-161965000	untested	untested
	chr4	162100000	162105000	chr4-162100000	untested	untested
	chr4	162115000	162120000	chr4-162115000	untested	untested
	chr4	162145000	162150000	chr4-162145000	untested	untested
	chr4	162220000	162225000	chr4-162220000	untested	untested
	chr4	162280000	162285000	chr4-162280000	untested	untested
	chr4	162315000	162320000	chr4-162315000	untested	untested
	chr4	162325000	162330000	chr4-162325000	untested	untested
	chr4	162330000	162335000	chr4-162330000	untested	untested
	chr4	162370000	162375000	chr4-162370000	untested	untested
	chr4	162415000	162420000	chr4-162415000	untested	untested
	chr4	162435000	162440000	chr4-162435000	untested	untested
	chr4	162470000	162475000	chr4-162470000	untested	untested
	chr4	162485000	162490000	chr4-162485000	untested	untested
	chr4	162620000	162625000	chr4-162620000	untested	untested
	chr4	162635000	162640000	chr4-162635000	untested	untested
	chr4	162640000	162645000	chr4-162640000	untested	untested
	chr4	162780000	162785000	chr4-162780000	untested	untested
	chr4	162795000	162800000	chr4-162795000	untested	untested
	chr4	162955000	162960000	chr4-162955000	untested	untested
	chr4	163010000	163015000	chr4-163010000	untested	untested
	chr4	163035000	163040000	chr4-163035000	untested	untested
	chr4	163085000	163090000	chr4-163085000	untested	untested
	chr4	163195000	163200000	chr4-163195000	untested	untested
	chr4	163290000	163295000	chr4-163290000	untested	untested
	chr4	163295000	163300000	chr4-163295000	untested	untested
	chr4	163340000	163345000	chr4-163340000	untested	untested
	chr4	163360000	163365000	chr4-163360000	untested	untested
	chr4	163405000	163410000	chr4-163405000	untested	untested
	chr4	163505000	163510000	chr4-163505000	untested	untested
	chr4	163590000	163595000	chr4-163590000	untested	untested
	chr4	165165000	165170000	chr4-165165000	untested	untested
	chr4	165195000	165200000	chr4-165195000	untested	untested
	chr4	165275000	165280000	chr4-165275000	untested	untested
	chr4	161865000	161870000	chr4-161865000	untested	untested
	chr4	161885000	161890000	chr4-161885000	untested	untested
	chr4	161895000	161900000	chr4-161895000	untested	untested
	chr4	161910000	161915000	chr4-161910000	untested	untested
	chr4	161980000	161985000	chr4-161980000	untested	untested
	chr4	162000000	162005000	chr4-162000000	untested	untested
	chr4	162050000	162055000	chr4-162050000	untested	untested
	chr4	162060000	162065000	chr4-162060000	untested	untested
	chr4	162065000	162070000	chr4-162065000	untested	untested
	chr4	162070000	162075000	chr4-162070000	untested	untested
	chr4	162110000	162115000	chr4-162110000	untested	untested
	chr4	162245000	162250000	chr4-162245000	untested	untested
	chr4	162255000	162260000	chr4-162255000	untested	untested
	chr4	162285000	162290000	chr4-162285000	untested	untested
	chr4	162335000	162340000	chr4-162335000	untested	untested
	chr4	162420000	162425000	chr4-162420000	untested	untested
	chr4	162505000	162510000	chr4-162505000	untested	untested
	chr4	162515000	162520000	chr4-162515000	untested	untested
	chr4	162525000	162530000	chr4-162525000	untested	untested
	chr4	162570000	162575000	chr4-162570000	untested	untested
	chr4	162590000	162595000	chr4-162590000	untested	untested
	chr4	162600000	162605000	chr4-162600000	untested	untested
	chr4	162615000	162620000	chr4-162615000	untested	untested
	chr4	162630000	162635000	chr4-162630000	untested	untested
	chr4	162685000	162690000	chr4-162685000	untested	untested
	chr4	162695000	162700000	chr4-162695000	untested	untested
	chr4	162740000	162745000	chr4-162740000	untested	untested
	chr4	162770000	162775000	chr4-162770000	untested	untested
	chr4	162805000	162810000	chr4-162805000	untested	untested
	chr4	162810000	162815000	chr4-162810000	untested	untested
	chr4	162815000	162820000	chr4-162815000	untested	untested
	chr4	162820000	162825000	chr4-162820000	untested	untested
	chr4	162870000	162875000	chr4-162870000	untested	untested
	chr4	162875000	162880000	chr4-162875000	untested	untested
	chr4	162885000	162890000	chr4-162885000	untested	untested
	chr4	162900000	162905000	chr4-162900000	untested	untested
	chr4	162920000	162925000	chr4-162920000	untested	untested
	chr4	162940000	162945000	chr4-162940000	untested	untested
	chr4	162945000	162950000	chr4-162945000	untested	untested
	chr4	163025000	163030000	chr4-163025000	untested	untested
	chr4	163045000	163050000	chr4-163045000	untested	untested
	chr4	163060000	163065000	chr4-163060000	untested	untested
	chr4	163090000	163095000	chr4-163090000	untested	untested
	chr4	163145000	163150000	chr4-163145000	untested	untested
	chr4	163250000	163255000	chr4-163250000	untested	untested
	chr4	163265000	163270000	chr4-163265000	untested	untested
	chr4	163380000	163385000	chr4-163380000	untested	untested
	chr4	163400000	163405000	chr4-163400000	untested	untested
	chr4	163440000	163445000	chr4-163440000	untested	untested
	chr4	163450000	163455000	chr4-163450000	untested	untested
	chr4	163515000	163520000	chr4-163515000	untested	untested
	chr4	163520000	163525000	chr4-163520000	untested	untested
	chr4	164555000	164560000	chr4-164555000	untested	untested
	chr4	161890000	161895000	chr4-161890000	untested	untested
	chr4	161920000	161925000	chr4-161920000	untested	untested
	chr4	161925000	161930000	chr4-161925000	untested	untested
	chr4	161935000	161940000	chr4-161935000	untested	untested
	chr4	161960000	161965000	chr4-161960000	untested	untested
	chr4	161995000	162000000	chr4-161995000	untested	untested
	chr4	162150000	162155000	chr4-162150000	untested	untested
	chr4	162230000	162235000	chr4-162230000	untested	untested
	chr4	162235000	162240000	chr4-162235000	untested	untested
	chr4	162270000	162275000	chr4-162270000	untested	untested
	chr4	162395000	162400000	chr4-162395000	untested	untested
	chr4	162440000	162445000	chr4-162440000	untested	untested
	chr4	162555000	162560000	chr4-162555000	untested	untested
	chr4	162560000	162565000	chr4-162560000	untested	untested
	chr4	162700000	162705000	chr4-162700000	untested	untested
	chr4	162705000	162710000	chr4-162705000	untested	untested
	chr4	162720000	162725000	chr4-162720000	untested	untested
	chr4	162835000	162840000	chr4-162835000	untested	untested
	chr4	162840000	162845000	chr4-162840000	untested	untested
	chr4	162960000	162965000	chr4-162960000	untested	untested
	chr4	162980000	162985000	chr4-162980000	untested	untested
	chr4	163055000	163060000	chr4-163055000	untested	untested
	chr4	163080000	163085000	chr4-163080000	untested	untested
	chr4	163110000	163115000	chr4-163110000	untested	untested
	chr4	163115000	163120000	chr4-163115000	untested	untested
	chr4	163175000	163180000	chr4-163175000	untested	untested
	chr4	163190000	163195000	chr4-163190000	untested	untested
	chr4	163235000	163240000	chr4-163235000	untested	untested
	chr4	163280000	163285000	chr4-163280000	untested	untested
	chr4	163315000	163320000	chr4-163315000	untested	untested
	chr4	163345000	163350000	chr4-163345000	untested	untested
	chr4	163355000	163360000	chr4-163355000	untested	untested
	chr4	163410000	163415000	chr4-163410000	untested	untested
	chr4	163460000	163465000	chr4-163460000	untested	untested
	chr4	163495000	163500000	chr4-163495000	untested	untested
	chr4	163580000	163585000	chr4-163580000	untested	untested
	chr4	164640000	164645000	chr4-164640000	untested	untested
	chr4	165020000	165025000	chr4-165020000	untested	untested
	chr4	166740000	166745000	chr4-166740000	untested	untested
	chr4	161905000	161910000	chr4-161905000	untested	untested
	chr4	162040000	162045000	chr4-162040000	untested	untested
	chr4	162085000	162090000	chr4-162085000	untested	untested
	chr4	162130000	162135000	chr4-162130000	untested	untested
	chr4	162170000	162175000	chr4-162170000	untested	untested
	chr4	162175000	162180000	chr4-162175000	untested	untested
	chr4	162180000	162185000	chr4-162180000	untested	untested
	chr4	162190000	162195000	chr4-162190000	untested	untested
	chr4	162250000	162255000	chr4-162250000	untested	untested
	chr4	162265000	162270000	chr4-162265000	untested	untested
	chr4	162310000	162315000	chr4-162310000	untested	untested
	chr4	162340000	162345000	chr4-162340000	untested	untested
	chr4	162365000	162370000	chr4-162365000	untested	untested
	chr4	162375000	162380000	chr4-162375000	untested	untested
	chr4	162380000	162385000	chr4-162380000	untested	untested
	chr4	162425000	162430000	chr4-162425000	untested	untested
	chr4	162445000	162450000	chr4-162445000	untested	untested
	chr4	162495000	162500000	chr4-162495000	untested	untested
	chr4	162520000	162525000	chr4-162520000	untested	untested
	chr4	162710000	162715000	chr4-162710000	untested	untested
	chr4	162790000	162795000	chr4-162790000	untested	untested
	chr4	162800000	162805000	chr4-162800000	untested	untested
	chr4	162985000	162990000	chr4-162985000	untested	untested
	chr4	162995000	163000000	chr4-162995000	untested	untested
	chr4	163015000	163020000	chr4-163015000	untested	untested
	chr4	163095000	163100000	chr4-163095000	untested	untested
	chr4	163155000	163160000	chr4-163155000	untested	untested
	chr4	163185000	163190000	chr4-163185000	untested	untested
	chr4	163220000	163225000	chr4-163220000	untested	untested
	chr4	163240000	163245000	chr4-163240000	untested	untested
	chr4	163245000	163250000	chr4-163245000	untested	untested
	chr4	163285000	163290000	chr4-163285000	untested	untested
	chr4	163310000	163315000	chr4-163310000	untested	untested
	chr4	163375000	163380000	chr4-163375000	untested	untested
	chr4	163395000	163400000	chr4-163395000	untested	untested
	chr4	163465000	163470000	chr4-163465000	untested	untested
	chr4	163585000	163590000	chr4-163585000	untested	untested
	chr4	165025000	165030000	chr4-165025000	untested	untested
	chr4	165270000	165275000	chr4-165270000	untested	untested
	chr4	161900000	161905000	chr4-161900000	untested	untested
	chr4	162015000	162020000	chr4-162015000	untested	untested
	chr4	162055000	162060000	chr4-162055000	untested	untested
	chr4	162075000	162080000	chr4-162075000	untested	untested
	chr4	162210000	162215000	chr4-162210000	untested	untested
	chr4	162225000	162230000	chr4-162225000	untested	untested
	chr4	162275000	162280000	chr4-162275000	untested	untested
	chr4	162290000	162295000	chr4-162290000	untested	untested
	chr4	162475000	162480000	chr4-162475000	untested	untested
	chr4	162765000	162770000	chr4-162765000	untested	untested
	chr4	162905000	162910000	chr4-162905000	untested	untested
	chr4	162910000	162915000	chr4-162910000	untested	untested
	chr4	162975000	162980000	chr4-162975000	untested	untested
	chr4	163050000	163055000	chr4-163050000	untested	untested
	chr4	163065000	163070000	chr4-163065000	untested	untested
	chr4	163150000	163155000	chr4-163150000	untested	untested
	chr4	163275000	163280000	chr4-163275000	untested	untested
	chr4	163305000	163310000	chr4-163305000	untested	untested
	chr4	163325000	163330000	chr4-163325000	untested	untested
	chr4	163370000	163375000	chr4-163370000	untested	untested
	chr4	163390000	163395000	chr4-163390000	untested	untested
	chr4	163550000	163555000	chr4-163550000	untested	untested
	chr4	163555000	163560000	chr4-163555000	untested	untested
	chr4	163610000	163615000	chr4-163610000	untested	untested
	chr4	164745000	164750000	chr4-164745000	untested	untested
	chr4	164750000	164755000	chr4-164750000	untested	untested
	chr4	165465000	165470000	chr4-165465000	untested	untested
	chr4	161990000	161995000	chr4-161990000	untested	untested
	chr4	162020000	162025000	chr4-162020000	untested	untested
	chr4	162200000	162205000	chr4-162200000	untested	untested
	chr4	162385000	162390000	chr4-162385000	untested	untested
	chr4	162400000	162405000	chr4-162400000	untested	untested
	chr4	162585000	162590000	chr4-162585000	untested	untested
	chr4	162660000	162665000	chr4-162660000	untested	untested
	chr4	162750000	162755000	chr4-162750000	untested	untested
	chr4	162785000	162790000	chr4-162785000	untested	untested
	chr4	163005000	163010000	chr4-163005000	untested	untested
	chr4	163020000	163025000	chr4-163020000	untested	untested
	chr4	163140000	163145000	chr4-163140000	untested	untested
	chr4	163170000	163175000	chr4-163170000	untested	untested
	chr4	163415000	163420000	chr4-163415000	untested	untested
	chr4	163480000	163485000	chr4-163480000	untested	untested
	chr4	163530000	163535000	chr4-163530000	untested	untested
	chr4	163535000	163540000	chr4-163535000	untested	untested
	chr4	163540000	163545000	chr4-163540000	untested	untested
	chr4	163560000	163565000	chr4-163560000	untested	untested
	chr4	162005000	162010000	chr4-162005000	untested	untested
	chr4	162135000	162140000	chr4-162135000	untested	untested
	chr4	162350000	162355000	chr4-162350000	untested	untested
	chr4	162530000	162535000	chr4-162530000	untested	untested
	chr4	162575000	162580000	chr4-162575000	untested	untested
	chr4	162690000	162695000	chr4-162690000	untested	untested
	chr4	162850000	162855000	chr4-162850000	untested	untested
	chr4	162855000	162860000	chr4-162855000	untested	untested
	chr4	163070000	163075000	chr4-163070000	untested	untested
	chr4	163120000	163125000	chr4-163120000	untested	untested
	chr4	163125000	163130000	chr4-163125000	untested	untested
	chr4	163230000	163235000	chr4-163230000	untested	untested
	chr4	163260000	163265000	chr4-163260000	untested	untested
	chr4	163320000	163325000	chr4-163320000	untested	untested
	chr4	163485000	163490000	chr4-163485000	untested	untested
	chr4	163545000	163550000	chr4-163545000	untested	untested
	chr4	163570000	163575000	chr4-163570000	untested	untested
	chr4	165485000	165490000	chr4-165485000	untested	untested
	chr4	161930000	161935000	chr4-161930000	untested	untested
	chr4	161975000	161980000	chr4-161975000	untested	untested
	chr4	162080000	162085000	chr4-162080000	untested	untested
	chr4	162300000	162305000	chr4-162300000	untested	untested
	chr4	162305000	162310000	chr4-162305000	untested	untested
	chr4	162410000	162415000	chr4-162410000	untested	untested
	chr4	162605000	162610000	chr4-162605000	untested	untested
	chr4	162645000	162650000	chr4-162645000	untested	untested
	chr4	162670000	162675000	chr4-162670000	untested	untested
	chr4	162730000	162735000	chr4-162730000	untested	untested
	chr4	162755000	162760000	chr4-162755000	untested	untested
	chr4	162825000	162830000	chr4-162825000	untested	untested
	chr4	163105000	163110000	chr4-163105000	untested	untested
	chr4	163215000	163220000	chr4-163215000	untested	untested
	chr4	163225000	163230000	chr4-163225000	untested	untested
	chr4	163255000	163260000	chr4-163255000	untested	untested
	chr4	163335000	163340000	chr4-163335000	untested	untested
	chr4	161950000	161955000	chr4-161950000	untested	untested
	chr4	162010000	162015000	chr4-162010000	untested	untested
	chr4	162090000	162095000	chr4-162090000	untested	untested
	chr4	162125000	162130000	chr4-162125000	untested	untested
	chr4	162160000	162165000	chr4-162160000	untested	untested
	chr4	162185000	162190000	chr4-162185000	untested	untested
	chr4	162205000	162210000	chr4-162205000	untested	untested
	chr4	162295000	162300000	chr4-162295000	untested	untested
	chr4	162455000	162460000	chr4-162455000	untested	untested
	chr4	162480000	162485000	chr4-162480000	untested	untested
	chr4	162665000	162670000	chr4-162665000	untested	untested
	chr4	162970000	162975000	chr4-162970000	untested	untested
	chr4	163100000	163105000	chr4-163100000	untested	untested
	chr4	163205000	163210000	chr4-163205000	untested	untested
	chr4	163270000	163275000	chr4-163270000	untested	untested
	chr4	163430000	163435000	chr4-163430000	untested	untested
	chr4	163435000	163440000	chr4-163435000	untested	untested
	chr4	163510000	163515000	chr4-163510000	untested	untested
	chr4	163600000	163605000	chr4-163600000	untested	untested
	chr4	165065000	165070000	chr4-165065000	untested	untested
	chr4	162450000	162455000	chr4-162450000	untested	untested
	chr4	163200000	163205000	chr4-163200000	untested	untested
	chr4	163425000	163430000	chr4-163425000	untested	untested
	chr4	163525000	163530000	chr4-163525000	untested	untested
	chr4	162390000	162395000	chr4-162390000	untested	untested
	chr4	162465000	162470000	chr4-162465000	untested	untested
	chr4	162550000	162555000	chr4-162550000	untested	untested
	chr4	162565000	162570000	chr4-162565000	untested	untested
	chr4	162595000	162600000	chr4-162595000	untested	untested
	chr4	162735000	162740000	chr4-162735000	untested	untested
	chr4	162760000	162765000	chr4-162760000	untested	untested
	chr4	163330000	163335000	chr4-163330000	untested	untested
	chr4	163455000	163460000	chr4-163455000	untested	untested
	chr4	162535000	162540000	chr4-162535000	untested	untested
	chr4	162915000	162920000	chr4-162915000	untested	untested
	chr4	161970000	161975000	chr4-161970000	untested	untested
	chr4	162030000	162035000	chr4-162030000	untested	untested
	chr4	162140000	162145000	chr4-162140000	untested	untested
	chr4	162345000	162350000	chr4-162345000	untested	untested
	chr4	162360000	162365000	chr4-162360000	untested	untested
	chr4	163180000	163185000	chr4-163180000	untested	untested
	chr4	162025000	162030000	chr4-162025000	untested	untested
	chr4	162215000	162220000	chr4-162215000	untested	untested
	chr4	162320000	162325000	chr4-162320000	untested	untested
	chr4	162745000	162750000	chr4-162745000	untested	untested
	chr4	162880000	162885000	chr4-162880000	untested	untested
	chr4	162895000	162900000	chr4-162895000	untested	untested
	chr4	162965000	162970000	chr4-162965000	untested	untested
	chr4	162990000	162995000	chr4-162990000	untested	untested
	chr4	163365000	163370000	chr4-163365000	untested	untested
	chr4	163500000	163505000	chr4-163500000	untested	untested
	chr4	163575000	163580000	chr4-163575000	untested	untested
	chr4	163630000	163635000	chr4-163630000	untested	untested
	chr4	165190000	165195000	chr4-165190000	untested	untested
	chr4	161875000	161880000	chr4-161875000	untested	untested
	chr4	162490000	162495000	chr4-162490000	untested	untested
	chr4	162540000	162545000	chr4-162540000	untested	untested
	chr4	162680000	162685000	chr4-162680000	untested	untested
	chr4	162845000	162850000	chr4-162845000	untested	untested
	chr4	163075000	163080000	chr4-163075000	untested	untested
	chr4	163300000	163305000	chr4-163300000	untested	untested
	chr4	162155000	162160000	chr4-162155000	untested	untested
	chr4	162675000	162680000	chr4-162675000	untested	untested
	chr4	161915000	161920000	chr4-161915000	untested	untested
	chr4	163135000	163140000	chr4-163135000	untested	untested
	chr4	163475000	163480000	chr4-163475000	untested	untested
